"les filles setaient fait des colliers en fruits rouges qui ressemblaient a des perles","B2"
"je reste avec toi","A1"
"un revenu devient donc une necessite pour que lhomme puisse acceder a la satisfaction davoir comble ses desirs","C2"
"tu mangeas les petits fruits des que tu les eus cueillis","C2"
"ben on est tous debordes quoi","A1"
"un petit garcon ben trois dans un nid et dans lautre yen a deux","A2"
"jai ete en forme toute la matinee","A2"
"lordinateur peut aussi repondre a des interruptions qui lui permettent dexecuter des programmes de reponses specifiques a chacune puis de reprendre lexecution sequentielle du programme interrompu","C2"
"il a plu et jai attendu lautobus","A2"
"dans dautres cas il sagit de limites relatives basees sur un taux de croissance demographique de reference valables la aussi uniquement hors centres ou ponderees en fonction du degre de centralite","C2"
"cest bien ","A1"
"en 2007 moins de 8 des dechets des entreprises ont fait lobjet dune collecte selective","B2"
"les medecins des donneurs vous conseilleront volontiers dans un tel cas vous renseigneront par rapport aux dons de sang","C1"
"le plus inquietant cest que la scandinavie avait deja battu des records de chaleur pendant lete 2018","A2"
"jaime le ski","A1"
"malheureusement il semble desormais evident quil ny a pas de voie pour obtenir une confirmation a ecrit neera tanden a joe biden en retirant sa candidature","B2"
"pourquoi loisillon se retrouvetil seul dans la foret ","A1"
"elle est nee quel jour ","A1"
"il existe effectivement des etres humains qui possedent une quantite de pouvoir importante et qui contraignent lhumanite a travailler en creant un cercle vicieux qui fait du travail une necessite pour acceder a ses propres desirs","C2"
"une bouchee de cette expression fait reference a la quantite dun aliment quon met dans la bouche en une fois","B1"
"si tu respectait les indications plus serieusement tu trouverais plus facilement ton chemin a travers ces ruelles","B2"
"aussitot que julie eut decouvert la verite elle fut furieuse","C2"
"pile au moment ou on a le plus besoin de reconfort","A2"
"le train en son temps etait egalement craint brigitte munier les robots suscitent lenthousiasme des occidentaux mais aussi leur angoisse au lieu de les concevoir comme de simples outils ou a la maniere japonaise tels damicaux auxiliaires ils craignent des competiteurs menacant leur avenir","C1"
"je viens demmenager dans ma nouvelle maison","A2"
"et cette annee ca defile ","B1"
"compte tenu de cette configuration cette zone est peu adaptee a des mesures de terrain pour limiter la diffusion des campagnols terrestres les axes routiers ne representant pas une barriere tres forte pour cette espece on peut aussi penser quun tel resultat est un artefact du a la coupure artificielle dune seule tache de prairie","C1"
"apres mure reflexion la commission europeenne a eu une idee brillante sattaquer a un nouveau chantier qui avait jusquela bizarrement echappe a sa sagacite legendaire","C1"
"avec de lexperience le televendeur peut devenir animateur dun pole de televendeurs superviseur dequipe chef de plateau","B1"
"et toi questce que tu vas faire ","A2"
"les valorisations boursieres des societes internet comme amazon","C2"
"sur dautres on entendait une serie de detonations tandis que des contestataires scandaient notre revolte doit reussir","C1"
"les babyboomers en sont convaincus tout peut recommencer a 50 ans","C1"
"rien netait si beau si leste si brillant si bien ordonne que les deux armees","B1"
"comment tappellestu ","A1"
"largue par la sonde europeenne rosetta le petit robot avait atterri mercredi en fin dapresmidi sur le noyau de la comete tchourioumovguerassimenko une premiere de lhistoire spatiale","B2"
"elle pendit son linge au dossier dune chaise elle demeura debout tournant examinant les meubles frappee dune telle stupeur que ses larmes ne coulaient plus il lui restait un sou sur les quatre sous gardes pour le lavoir puis entendant rire a la fenetre etienne et claude deja consoles elle sapprocha prit leurs tetes sous ses bras soublia un instant devant cette chaussee grise ou elle avait vu le matin seveiller le peuple ouvrier le travail geant de paris a cette heure le pave echauffe par les besognes du jour allumait une reverberation ardente audessus de la ville derriere le mur de loctroi cetait sur ce pave dans cet air de fournaise quon la jetait toute seule avec les petits et elle enfila dun regard les boulevards exterieurs a droite a gauche sarretant aux deux bouts prise dune epouvante sourde comme si sa vie desormais allait tenir la entre un abattoir et un hopital","C2"
"le serum qui a pati de la comparaison avec ses concurrents pfizer et moderna est desormais considere comme aussi efficace pour prevenir le risque dhospitalisation","C1"
"jai identifie trois peurs fondamentales du robot la crainte instinctive du metal contre la chair la crainte societale presque desesperee du robot qui va voler le travail de lhomme et enfin la crainte identitaire de voir le robot nous depasser en capacites intellectuelles ou autres","C2"
"mais dautres pourront preferer lassassin des echecs ou les annales du kangourou editions du kangourou ","C2"
"vous ferez de la randonnee ","B1"
"il y a plus de 50 pays francophones ","A1"
"ils ont deja lobligation de les ramener chez eux","B1"
"un autre oui on leur a bien donne des noms","A2"
"vous joindrez a votre formulaire les pieces justificatives et documents sous format numerique","B2"
"merci bon voyage","A1"
"ce geste presque insensible lui fit courir de la tete aux pieds un grand frisson sur la peau et se tournant vivement il se jeta sur elle cherchant la bouche avec ses levres et la chair nue avec ses mains","C2"
"il clabaude aux esgourdes des blaireaux enfarines et des tordus pasteurises","C2"
"avec sa nouvelle compagne de quatorze ans sa cadette il dit vivre une renaissance","C1"
"entre ceux qui ne jurent que par lintroduction de linformatique dans lenseignement obligatoire et ceux qui ont peur que lon veuille transformer le primaire en une grande ecole dinformatique il existe pourtant des pistes pour initier les enseignants et favoriser un passage du periscolaire au scolaire sans avoir a attendre une reforme du socle commun qui prendra des annees","C2"
"parmi les acteurs du commerce equitable il faut distinguer les organismes labellisateurs qui certifient des filieres dimportation par produit et les importateurs grossistes detaillants ou reseaux de boutiques comme artisans du monde qui ont leurs propres contacts avec les producteurs et sautocontrolent faute de mieux","C1"
"elle peut donc ouvrir dautres reflexions et finalement devenir tres enrichissante","B2"
"ce paysan pleurait et pretendait quon lui avait tout pris fabrice lui donna un ecu et il trouva de lavoine","B2"
"la premiere limite est que les instruments de contingentement spatial pris en compte donnent une idee de la maitrise potentielle de lurbanisation maitrise derivant des possibilites fournies par le cadre legal et strategique dont chaque canton sest dote","C2"
"le petit chat a plu a mes parents","A2"
"se premunir contre lalteration des donnees et avoir la certitude quelles nont pas ete modifiees lors de leur stockage ou de leur traitement contribue a la qualite des prises de decisions basees sur cellesci","C2"
" nous sommes des joueursjoues3","B2"
"quand jai lu jai decouvert de nouvelles choses surprenantes sur les locataires qui occupaient lappartement","B1"
"vous avez dit la seule chose intelligente ","A2"
"mon ami ne repond pas au telephone","A1"
"mon frere patrice est plus jeune que moi","A2"
"ils sont en vacances il ny a que nous sur cette partie de lile","B1"
"quand il y a des nuages avec de la neige qui tombe cest quil va neiger et quil peut y avoir du brouillard des risques de congelation de la glace et que la temperature sera tres basse","B1"
"un escalier nous conduisit a une large coursive en hauteur qui faisait le tour du batiment desservant une succession de bureaux","C2"
"que vous cherchiez une simple annonce ou un recruteur vous etes sur de ne rater aucune offre demploi grace a notre systeme dalerte personnalise","B2"
"ca nous a donc coute de largent senervetelle","B1"
"vous vous appelez comment ","A1"
"fabrice a peine age de seize ans representait fort bien le chef de la maison","B2"
"oui je suis a paris depuis vingt jours a peine","A1"
"lapprentissage du code et plus largement dune culture generale du numerique a lecole est une mesure reclamee depuis longtemps par lacademie des sciences soutenue par des acteurs qui comptent dans le secteur numerique comme la cnil ou le conseil national du numerique et qui figure meme dans une proposition de loi de la deputee ump laure de la raudiere","C2"
"pourquoi ne pas avoir donne la serviette alors que tu avais deja les plans ","B1"
"quand je rentre je demande a mes parents si je peux tappeler pour avoir de tes nouvelles","A2"
"limportant evidemment pour les contribuables europeens qui voudraient annuler leur dette cest que chacun des crediteurs des creanciers soit traite de la meme facon","B2"
"meme lambassadeur birman aux nations unies kyaw moe tun a rompu de maniere spectaculaire avec les generaux putschistes la semaine derniere en appelant a mettre fin au coup detat","C1"
"le directeur aurait donne de nouvelles consignes au personnel","B2"
"vos regards mobservent","C2"
"de nombreux auteurs ont specule sur les differents aspects de la personnalite de leonard","C1"
"les consequences sur la nature sont gravissimes notamment sur les oceans qui contiendraient selon la revue americaine science plus de 110 millions de tonnes de dechets plastiques","B2"
"si sept millions de citadins revent de refaire leur vie aux champs tous ne passent pourtant pas a lacte il y a toujours un evenement declencheur constate la directrice de changer tout","B2"
"mon pere bien quil observat strictement les convenances exterieures se permettait assez frequemment des propos legers sur les liaisons damour il les regardait comme des amusements sinon permis du moins excusables et considerait le mariage seul sous un rapport serieux","C2"
"apres tout que lui offretelle a part de lennui et une grosse boule dangoisse au creux du ventre ","A2"
"leur pavillon mitoyen a paris etait pratiquement neuf quand ils lavaient achete","B2"
"lemigration galicienne soustend levolution du peuplement et lexplique en grande partie","C1"
"ces tanieres se fondent dans la nature pour etre quasiment invisibles","C1"
"les hommes se croient libres alors quils sont contraints ou determines par leur nature","C2"
"il fallait radicalement changer de cap en choisissant la cuisine de qualite accessible au plus grand nombre au lieu de quoi nous nous sommes replies sur des valeurs sures desormais desuetes et indigestes","B2"
"nos propheties disent que tant quil y aura des bisons sauvages nous survivrons","C1"
"je mappelle camille et quand jetais enfant javais des reves plein la tete","A2"
"reaffirmant que le senat ne setait livre a aucun chantage contrairement aux allegations du rapporteur pour lassemblee nationale il a au contraire affirme que la position de la haute assemblee relevait dune conception coherente et constante de la societe","C1"
"quelques coups de battoir partaient encore espaces au milieu des rires adoucis des conversations qui sempataient dans un bruit glouton de machoires tandis que la machine a vapeur allant son train sans repos ni treve semblait hausser la voix vibrante ronflante emplissant limmense salle mais pas une des femmes ne lentendait cetait comme la respiration meme du lavoir une haleine ardente amassant sous les poutres du plafond leternelle buee qui flottait la chaleur devenait intolerable des rais de soleil entraient a gauche par les hautes fenetres allumant les vapeurs fumantes de nappes opalisees dun gris rose et dun gris bleu tres tendre et comme des plaintes selevaient le garcon charles allait dune fenetre a lautre tirait des stores de grosse toile ensuite il passa de lautre cote du cote de lombre et ouvrit des vasistas","C2"
"que du bonheur ","A2"
"on semble oublier que le personnel en milieu scolaire applique deja cette mesure","B2"
"une association de promotion et de developpement de lapprentissage en ligne note que si la calculatrice a supplante le calcul mental y compris pour des operations basiques et que lutilisation dun ordinateur relie a internet pourrait aisement remplacer une partie de notre memoire les operations basiques ont ont ete memorisees en amont et cest grace a cette assimilation de connaissances basiques que lapprenant peut utiliser la calculatrice","C1"
"tous sauf un petit oiseau","A1"
"sa sante sest degradee a cause dune infection severe et ses jours sont comptes","B2"
"la chose me vient detre certifiee","B1"
"la nouvelle a fait grand bruit cette affaire de couvrefeu cache en fait une angoisse plus profonde","B1"
"jai le plaisir de vous annoncer que votre demande dinscription a luniversite de strasbourg en premiere annee de master sciences et societe a ete acceptee","B1"
"une large majorite de francais est favorable a la modification du calcul de la retraite des fonctionnaires dans le cadre de la reforme en preparation selon un sondage publie vendredi","C2"
"aussi les jeunes heureux reussissent a acheter leur autonomie et leur tranquillite par une reussite au lycee qui ne les devore pas","B2"
"une fois quil a tout fini theo peut enfin aller jouer et samuser avant de diner avec ses parents","A2"
"la cinquantaine est un bel age on gagne en profondeur et en bienveillance constate philippe wattier","C1"
"les quelques chiffres publies a ce jour donnent une idee de la degradation du climat entre les eleves des deux sexes","C1"
"mais une difference apparait en fin de cursus scolaire les garcons prenant dans ce dernier domaine un avantage sur les filles","B2"
"le vert par exemple est la couleur de lherbe et des feuilles des arbres","A1"
"elle ne ressemble a aucune des filles que je connais","A2"
"les masses liquides transportent les plus grandes especes connues de mammiferes et peutetre recelentelles des mollusques dune incomparable taille des crustaces effrayants a contempler tels que seraient des homards de cent metres ou des crabes pesant deux cents tonnes ","B2"
"force est de constater que lecart se creuse entre les pays en developpement qui progressivement sortent de la penurie chronique et ceux qui stagnent ou regressent dans leur combat contre la faim","C1"
"une huitieme edition dominee par le duel au sommet avec alex thomson une course poursuite menee par armel depuis le 23 novembre dernier quarantesept jours de haute tension qui se terminent aujourdhui","C1"
"pourquoi on ne peut pas entrer dans la chambre ","A1"
"a tres bientot","A2"
"cetait cette comparaison tacitement et inlassablement repetee dans une meme toile qui y introduisait cette puissante et multiforme unite cause parfois non clairement apercue par eux de lenthousiasme quexcitait chez certains amateurs la peinture delstir","C2"
"soyons serieux","B2"
"bienheureux le quidam que voila debarrasse de cette peur originelle dechouer et de faire faux","C2"
"je prends le train","A1"
"cest dans sa lettre a schuller extraite de sa correspondance que spinoza denonce lillusion du libre arbitre","C2"
"je prends mon petitdejeuner dans la cuisine","A1"
"il nous arrive de proceder de cette facon de temps en temps","A2"
"alors quau cours du paleolithique la diffusion avait fractionne lecoumene en petits groupes la tendance depuis la fin de la derniere glaciation est a lepaississement des relations dans lancien monde par augmentation des effectifs et par tissage dinterconnexions","C2"
"or la croissance demographique concerne surtout les pays en voie de developpement qui connaissent aujourdhui des problemes de sousalimentation et de mauvaise alimentation","C1"
"je suis dans ma chambre","A1"
"une indeniable serenite se refletait sur ses traits","C2"
"le jour de lan correspond au 1 janvier","A1"
"etant feru dart yves saint laurent a constitue au fil des annees une importante collection dobjets precieux et de peintures qui ont inspire certaines de ses creations","C1"
"ils suivaient une sente creuse que dominait des deux cotes un talus de six pieds de haut","C2"
"je ne comprends pas","A1"
"mais a partir de ce moment elle necouta plus et le choeur des convies la scene dashton et de son valet le grand duo en re majeur tout passa pour elle dans leloignement comme si les instruments fussent devenus moins sonores et les personnages plus recules elle se rappelait les parties de cartes chez le pharmacien et la promenade chez la nourrice les lectures sous la tonnelle les teteatete au coin du feu tout ce pauvre amour si calme et si long si discret si tendre et quelle avait oublie cependant","C2"
"et nos esprits qui recoivent les instructions de ces organes diversement impressionnes comprennent analysent et jugent comme si chacun de nous appartenait a une autre race","C1"
"trop concrete peutetre apres le temps du reve aucun terminus ne semble pour lecrivain pouvoir justifier davoir endure tant de souffrances ni inciter a rompre avec le temps du vagabondage","C2"
"nous explorons la meilleure voie legale probablement via le systeme interamericain en invoquant la declaration des droits de lhomme de 1948","C1"
"a ce comptela les cours de langue au college pourraient etre profitablement remplaces par des seances de memorisation de lannuaire","C2"
"je prefere un autre bijou","A1"
"il na pas de veste","A1"
"un autre inconvenient a cette interdiction est le risque de priver les adolescents dun apprentissage sur lutilisation raisonnee dinternet et des reseaux sociaux","B2"
"le massacre est commemore sur le drapeau de la ville de chicago par sa premiere etoile rouge","B1"
"je ne trouve pas la rue du marche","A1"
"fruit dune pensee elaboree depuis la renaissance lindividualisme est un projet de societe dans lequel chacun devrait trouver les meilleures conditions de sa realisation et de son epanouissement","C1"
"cette annee ce nest pas moins de 12 millions deleves qui ont repris le chemin de lecole","A2"
"sebastien granet et helene lavoie la cheffe nous ont accueillis malgre un autobus de visiteurs qui ripaillaient","C2"
"les parents qui ont du mal a couper le cordon setonnent que leurs enfants preferent brancher leur boite vocale et ne repondent pas a leurs appels","B2"
"cest pourquoi nous demandons aujourdhui que le president de la republique tienne sa parole et soumette sans filtre les propositions de la convention au referendum au parlement ou a application reglementaire directe","C1"
"je ne trouve pas mes cles de maison","A1"
"les industriels polluent leau lair et les sols avec leurs produits toxiques","B2"
"il met son plus beau costume et son chapeau","B1"
"dabord la derniere election presidentielle ou le vote pour le front national fut autant le fait des jeunes electeurs que de leurs aines","B2"
"selon un sondage publie en mai dernier par bva societe francaise de sondages et le syntec numerique federation professionnelle du secteur informatique favorable a la mesure 87 des francais seraient meme daccord pour que la programmation informatique soient enseignee a lecole 24 a partir du primaire 41 a partir du college","C2"
"les parents de banlieue se sont organises pour les devoirs des enfants","A2"
"vous attendites la surprise que vos parents vous eurent promise","C2"
"le duo na pas grand chose en commun mis a part ses positions relativement conservatrices qui lui vaut les foudres des progressistes","B2"
"or sur les quelque 6 000 langues qui existent actuellement dans le monde la moitie compte moins de 10 000 locuteurs et un quart moins de 1 000","C1"
"les passants semblent moins presses et sattardent plus facilement devant une devanture ou dansles rayons","B2"
"a qui appartient le chien qui aboie nuit et jour ","B1"
"elle sait parler anglais et espagnol","A1"
"ce phenomene cest lapparition dune generation inedite","B2"
"apres lambiance de luxe ici cest comme un tranquille village","B1"
"des chiffres tires dune des rares enquetes sur le sujet realisee en 2000 publiee en 2001 par linstitut de recherche sur leconomie de leducation aupres des parents de 2 500 enfants de lacademie","C2"
"monet peignit ce portrait emplit de sensualite et lourd de symbolisme","C1"
"elle pense a lui","A1"
"oui louragan a touche terre la nuit derniere dans le nord du nicaragua il sest ensuite etendu a plusieurs pays damerique centrale","B1"
"je viens demmenager dans ma nouvelle maison","A2"
"de toute facon chacun sait que pour choisir son logement ideal cela peut prendre plusieurs mois","B1"
"parmi les habitants de la region il y a ceux qui veulent revenir et ceux qui ne veulent pas","A2"
"nous apportons des arguments experimentaux et theoriques en faveur dun mecanisme intramoleculaire","C2"
"on choisit la date le lieu et le projet qui nous interessent on paye et on part ","B1"
"dans les campagnes cest different ","A2"
"faites des groupes de trois personnes","A1"
"la salle craquait sous les bravos on recommenca la strette entiere les amoureux parlaient des fleurs de leur tombe de serments dexil de fatalite desperances et quand ils pousserent ladieu final emma jeta un cri aigu qui se confondit avec la vibration des derniers accords","C2"
"le president a promis quil tiendrait toutes ses promesses","B1"
"quallezvous faire demain ","B1"
"ou se trouve le supermarche","A1"
"il donna cette feuille a lalouette et lui ordonna de la laisser tomber sur la tete du dragon","A2"
"je vous conseille decouter deux fois cette histoire avant de passer a la suite","A2"
"apres 22 ans de vie parisienne cet ancien designergraphiste a decide de se consacrer a sa passion de toujours la cuisine","C1"
"je ne veux plus le voir parce quon sest disputes la derniere fois que lon sest vus","A2"
"en france si je parle anglais a mon fils mathias il me repond plutot en francais","B1"
"nous les mangeons ensemble le samedi soir","A1"
"ca veut dire sapeurspompiers","C1"
"les sexagenaires sont jeunes","B2"
"et le vieux chef a toujours raison car cest le seul qui parle aux dieux","B1"
"jai cherche a te joindre il y a une heure","A2"
"cela necessite des equipements et suffisamment de place","B2"
"jai soif","A1"
"leonard de vinci a eu beaucoup damis qui sont reconnus dans leurs domaines respectifs ou ont eu une influence importante sur lhistoire","B2"
"lincarnation nous met en presence de limmuable qui est par luimeme quelque chose de general et cet immuable revetant le caractere de lindividualite ce caractere meme devient quelque chose duniversel","C2"
"vous avez une reduction ","A1"
"je naime pas la pluie surtout pendant les vacances","A1"
"je serai ravi de taccueillir","A2"
"le petit chat plait a mes parents","A2"
"comme lenfant separe de sa mere trouve dans son doudou un moyen de se rassurer le smartphone objet transitionnel ne permettraitil pas de lutter contre les frustrations et affects negatifs provoques par le monde social ","C2"
"twitter va bannir les utilisateurs en cas de desinformation repetee sur les vaccins","B2"
"cest de maniere plus generale et de facon indiscutable le meilleur joueur du monde","B1"
"cette fin des grands recits est largement celle ou les lieux etaient classes par etapes la succession des modes de production marxistes en representait la version la plus formalisee mais parler de sousdeveloppement ou de decollage sinscrivait dans le meme paradigme evolutionniste","C2"
"ici le travail est un chatiment divin impose par dieu aux hommes pour les punir de leur desobeissance","C2"
"meme sans se considerer forcement comme un cyberaddict tout un chacun peut sinspirer de ces techniques pour y puiser des conseils","C2"
"ils sont pas chers","A1"
"je sais quelle vit seule avec son pere mais je ne lui ai jamais demande pourquoi","B1"
"ces deux etapes se caracterisent pas la difficulte eprouvee par le couple devant les choix quimpose leducation de leurs enfants ecole religion langue","C2"
"ainsi linalterable patience de robots instituteurs en coree du nord et au japon convient elle aux enfants autistes mais nul ne sait comment evolueront les autres enfants qui napprennent pas a composer avec les humeurs dun professeur humain","C1"
"la communaute scientifique apprecie peu la presence de femmes","B2"
"les anciennes generations sont beaucoup plus conservatrices que les jeunes generations","B2"
"etesvous a la maison ","A1"
"quand les rencontrer","A2"
"entre ceux qui ne jurent que par lintroduction de linformatique comme un enseignement obligatoire et ceux qui ont peur que lon veuille transformer le primaire en une prepa a lecole 42 il existe pourtant des pistes pour initier les enseignants et favoriser un passage du periscolaire au scolaire sans avoir a attendre une reforme du socle commun qui prendra des annees","C2"
"un message durgence des pompiers vient de tomber ","A2"
"jetais donc lyceen et pompier a la fois","A2"
"un journaliste de art press a interviewe agathe sur la performance dans laquelle elle a participe","B2"
"je ne crois pas que les enfants vont reussir","A2"
"cest vrai quils sont tres bons mais jai peur quil tombe malade","B1"
"cest daccord pour samedi je viens avec ma soeur katrine","A1"
"les cyanobacteries se distinguent des bacteries par la presence de chlorophylle a et de pigments accessoires hydrosolubles les phycobilines rouge et bleue","C1"
"cellesci ninflueront sur la recherche scientifique que vers le milieu du xviie siecle et lon peut il me semble attribuer au grand naturaliste reaumur le merite den avoir tire les premieres consequences experimentales dans ses recherches sur la prolongation de la vie chez les insectes","C2"
"meme a luniversite les etudes sont trop focalisees et seuls 5 des etudiants qui ont un doctorat occuperont une fonction academique","C2"
"et si boire chaud donne chaud cest un mal pour un bien car la temperature elevee du liquide augmente la temperature interne du corps et stimule ainsi la transpiration","B1"
"le soir venu il faut rentrer en prenant le meme chemin que le matin","A2"
"je suis vraiment plus dans le flow","A2"
"lelastique sest distendu","B1"
"cet auteur tellement lu pour sa grammaire impertinente propose aussi des jeux pour lire vite retz","C2"
"des coutumes similaires ont existe autrefois notamment dans le finistere les enfants samusaient a creuser des betteraves au moment de la toussaint pour faire peur aux gens du voisinage","B2"
"elle ressemble a un bebe tigre mais cest un tigre qui a tres peur","A2"
"de nombreux indicateurs lui permettent de suivre levolution de la situation et au fur et a mesure que lepidemie se propage de nouveaux outils deviennent necessaires pour avoir une vision globale de la situation","C1"
"alice a un chien","A1"
"pierre qui roule namasse pas mousse","C1"
"elle netait pas la","A1"
"des reponses aux questions que lon se pose sur soi et sur les autres","A2"
"cependant la responsable du service nous a confirme que les conditions daccueil et de delivrance de vos documents administratifs mit ete respectees selon les normes etablies par notre ministere","C2"
"lensemble des jeunes ","A2"
"il avait pris sa belle valise verte quil trimballe depuis vingt ans pour passer cinq jours de vacances pres de vannes chez sa vieille amie sylvaine quil voyait beaucoup avant de vivre a valencienne","B1"
"ensuite on ira au cinema du quartier qui organise tous les ans des seances speciales","C1"
"les resultats de deux etudes sur les metriques utilisees par les entreprises pour evaluer leur capital intellectuel","C2"
"la ville entiere sest illuminee autour du marche de noel qui enchante les passants de ses illuminations rechauffant les coeurs dans le froid de lhiver","B2"
"si vous etes interesse appelezmoi","A1"
"la retraite les quinquas daujourdhui limaginent active forcement active","C1"
"mon pere a eu une mutation pour venir travailler a paris","A1"
"on peut aussi aller au theatre dans les musees ou au cinema","A1"
"je suis encore au bureau je vais rentrer plus tard","A1"
"on va manger dans le jardin","A1"
"il aurait vide de meme une barrique entiere lui semblaitil il aurait mange un boeuf etrangle un lion","B2"
"une feuille prise dun arbre du paradis sur laquelle est ecrite un mot en lettres dor par le pere eternel","A2"
"ne tinquiete pas tu vas vite thabituer a ta nouvelle vie","A2"
"les reseaux sociaux sont lobjet dun etonnant paradoxe","B2"
"cest la un enrichissement culturel car lenfant peut alors souvrir a travers cette langue differente a des traits typologiques presents dans beaucoup dautres langues sur lesquels le bilinguisme breton francais offre un acces indirect","C2"
"vous avez bien etudie et vous avez reussi facilement","A2"
"le journal na pas explique comment ce prisonnier sest evade","B1"
"il ne la connait pas bien alors il demande a ses autres collegues","A1"
"lanecdote est revelatrice","B2"
"cest lannee ou les centaines de milliers de babyboomers nes lors du pic des naissances de 1946 arriveront a la retraite","B2"
"pour y aller descendez a la station musee du louvre prenez a droite et continuez tout droit","A1"
"loriginalite du mecanisme est dutiliser des photons et de les convertir en energie chimique qui se retrouve dans lenergie de liaison des atomes de carbone et dhydrogene dans les glucides formes","C1"
"par ailleurs 42 des adolescents declarent quils seraient devastes sils devaient quitter leur foyer plusieurs jours sans leur telephone","B2"
"et toi tu es toujours cuisinier ","A1"
"en les melangeant on peut former dautres couleurs le vert par exemple est la couleur de lherbe et des feuilles des arbres","B1"
"enfin selon le haut conseil en sante publique les lieux diffusant de la musique amplifiee ne doivent pas depasser le niveau moyen de 105 db durant quinze minutes ce qui est rarement respecte","B2"
"les dettes relevees au niveau individuel sont attribuees solidairement a lensemble des membres du menage les resultats diffuses indiquant ainsi les pourcentages de la population vivant dans un menage avec le ou les types de dettes consideres","C1"
"elle a un physique ingrat","B1"
"le grand meaulnes jeta son chapeau par terre et je vis quil avait les cheveux completement ras comme un paysan","B2"
"en 1985 leconomiste japonais ohmae kenichi invente la formule commode de triade pour decrire la nouvelle polarisation du monde","C1"
"letude de linfluence de chaines ramifiees courtes sur le metabolisme des xenobiotiques est developpee en deux parties","C2"
"la maniere dont le monde fut construit a partir des grandes decouvertes est donc largement responsable de sa geographie contemporaine","C2"
"je les ai subis et je les ai fait subir a mes enfants jusqua ce que jose men affranchir resume cet inventeur de produits plus ludiques","C2"
"il est devenu courant de deplorer que la france ait acquis la place de championne deurope des prelevements obligatoires expression qui englobe les impots detat les impots locaux les taxes et les cotisations sociales la part du produit interieur brut pib que les autorites prelevent sur la richesse nationale a atteint 48 4 alors que la moyenne deurope est a 40 2 ","C2"
"aucun filet ne saura empecher les algues de latlantique de voguer et de tirer leur saveur des eaux quelles traversent","B2"
"une fois leur projet abouti ils parlent de liberte dharmonie de renaissance","C1"
